,batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS,new_idx
319,85,남태혁,2017,KT,0.200,8,10,1,2,0,0,0,2,2,0,0,0,0,4,0,0.2,0.2,1,187cm/107kg,1991년 03월 13일,내야수(우투우타),서화초-대헌중-제물포고,,0.4,남태혁2017
320,85,남태혁,2018,KT,0.300,6,10,1,3,0,0,1,6,2,0,1,0,0,1,1,0.6,0.3,0,187cm/107kg,1991년 03월 13일,내야수(우투우타),서화초-대헌중-제물포고,,0.8999999999999999,남태혁2018
321,86,노수광,2015,KIA,0.000,4,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.25,0,180cm/80kg,1990년 08월 06일,외야수(우투좌타),대전유천초-청주중-청주고-건국대-한화-KIA,,0.25,노수광2015
322,86,노수광,2016,KIA,0.333,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0.333,0.333,0,180cm/80kg,1990년 08월 06일,외야수(우투좌타),대전유천초-청주중-청주고-건국대-한화-KIA,,0.6659999999999999,노수광2016
323,86,노수광,2017,SK,0.333,11,24,2,8,1,1,0,11,2,1,1,0,0,3,0,0.458,0.333,1,180cm/80kg,1990년 08월 06일,외야수(우투좌타),대전유천초-청주중-청주고-건국대-한화-KIA,,0.7909999999999999,노수광2017
324,86,노수광,2018,SK,0.133,6,15,2,2,0,1,1,7,3,0,0,0,0,8,0,0.467,0.133,0,180cm/80kg,1990년 08월 06일,외야수(우투좌타),대전유천초-청주중-청주고-건국대-한화-KIA,,0.6000000000000001,노수광2018
325,87,노진혁,2013,NC,0.130,12,23,4,3,1,0,0,4,0,0,0,4,0,8,0,0.174,0.259,2,184cm/80kg,1989년 07월 15일,내야수(우투좌타),광주대성초-광주동성중-광주동성고-성균관대-NC-상무,8000만원,0.433,노진혁2013
326,87,노진혁,2014,NC,0.222,10,9,0,2,0,0,0,2,1,0,0,0,0,2,0,0.222,0.2,0,184cm/80kg,1989년 07월 15일,내야수(우투좌타),광주대성초-광주동성중-광주동성고-성균관대-NC-상무,8000만원,0.422,노진혁2014
327,87,노진혁,2015,NC,0.083,11,12,0,1,1,0,0,2,0,0,0,0,0,3,1,0.1669999999999999,0.083,1,184cm/80kg,1989년 07월 15일,내야수(우투좌타),광주대성초-광주동성중-광주동성고-성균관대-NC-상무,8000만원,0.25,노진혁2015
328,87,노진혁,2018,NC,0.211,6,19,1,4,1,0,0,5,0,0,0,0,1,6,1,0.263,0.25,0,184cm/80kg,1989년 07월 15일,내야수(우투좌타),광주대성초-광주동성중-광주동성고-성균관대-NC-상무,8000만원,0.513,노진혁2018
329,89,도태훈,2016,NC,-,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1.0,0,184cm/85kg,1993년 03월 18일,내야수(우투좌타),양정초-개성중-부산고-동의대,,,도태훈2016
330,89,도태훈,2017,NC,0.190,11,21,2,4,1,0,0,5,0,1,0,2,0,5,0,0.238,0.261,2,184cm/85kg,1993년 03월 18일,내야수(우투좌타),양정초-개성중-부산고-동의대,,0.499,도태훈2017
331,89,도태훈,2018,NC,1.000,1,1,1,1,0,0,1,4,4,0,0,0,0,0,0,4.0,1.0,0,184cm/85kg,1993년 03월 18일,내야수(우투좌타),양정초-개성중-부산고-동의대,,5.0,도태훈2018
332,90,러프,2017,삼성,0.250,12,40,4,10,2,0,1,15,5,0,0,1,0,7,0,0.375,0.262,1,190cm/113kg,1986년 07월 28일,내야수(우투우타),미국 Creighton(대),,0.637,러프2017
333,90,러프,2018,삼성,0.286,6,14,5,4,1,0,2,11,5,0,0,3,0,4,0,0.7859999999999999,0.412,0,190cm/113kg,1986년 07월 28일,내야수(우투우타),미국 Creighton(대),,1.198,러프2018
334,91,로맥,2018,SK,0.375,6,16,2,6,2,0,1,11,2,0,0,1,1,3,1,0.688,0.444,0,188cm/100kg,1985년 09월 30일,내야수(우투우타),캐나다 A.B Lucas Secondary(고),,1.132,로맥2018
335,95,로하스,2018,KT,0.333,6,18,4,6,3,1,0,11,4,0,1,1,0,6,1,0.611,0.368,0,189cm/102kg,1990년 05월 24일,외야수(우투양타),미국 Wabash Valley(대),100000달러,0.979,로하스2018
336,96,류지혁,2016,두산,0.208,12,24,3,5,1,1,0,8,2,1,0,1,0,4,0,0.333,0.24,1,181cm/75kg,1994년 01월 13일,내야수(우투좌타),청원초-선린중-충암고-두산-상무,7000만원,0.573,류지혁2016
337,96,류지혁,2017,두산,0.290,12,31,4,9,1,2,0,14,4,3,1,0,0,5,1,0.452,0.29,2,181cm/75kg,1994년 01월 13일,내야수(우투좌타),청원초-선린중-충암고-두산-상무,7000만원,0.742,류지혁2017
338,96,류지혁,2018,두산,0.375,6,8,3,3,2,0,0,5,0,0,1,1,0,0,0,0.625,0.444,1,181cm/75kg,1994년 01월 13일,내야수(우투좌타),청원초-선린중-충암고-두산-상무,7000만원,1.069,류지혁2018
339,99,모창민,2008,SK,0.297,12,37,7,11,6,0,0,17,5,7,0,2,0,9,1,0.459,0.333,3,188cm/89kg,1985년 05월 08일,내야수(우투우타),광주화정초-충장중-광주제일고-성균관대-SK-상무-SK,12000만원,0.792,모창민2008
340,99,모창민,2009,SK,0.333,3,6,2,2,1,0,0,3,2,2,0,5,0,1,0,0.5,0.583,1,188cm/89kg,1985년 05월 08일,내야수(우투우타),광주화정초-충장중-광주제일고-성균관대-SK-상무-SK,12000만원,1.083,모창민2009
341,99,모창민,2010,SK,0.250,11,24,4,6,3,0,0,9,5,2,1,2,0,9,0,0.375,0.308,1,188cm/89kg,1985년 05월 08일,내야수(우투우타),광주화정초-충장중-광주제일고-성균관대-SK-상무-SK,12000만원,0.6829999999999999,모창민2010
342,99,모창민,2013,NC,0.279,12,43,3,12,3,0,1,18,5,1,0,1,1,10,2,0.419,0.311,1,188cm/89kg,1985년 05월 08일,내야수(우투우타),광주화정초-충장중-광주제일고-성균관대-SK-상무-SK,12000만원,0.73,모창민2013
343,99,모창민,2014,NC,0.306,11,36,6,11,3,0,1,17,5,1,0,2,0,2,2,0.472,0.333,2,188cm/89kg,1985년 05월 08일,내야수(우투우타),광주화정초-충장중-광주제일고-성균관대-SK-상무-SK,12000만원,0.8049999999999999,모창민2014
344,99,모창민,2015,NC,0.256,13,39,4,10,6,0,2,22,5,0,0,0,1,6,0,0.564,0.268,1,188cm/89kg,1985년 05월 08일,내야수(우투우타),광주화정초-충장중-광주제일고-성균관대-SK-상무-SK,12000만원,0.8320000000000001,모창민2015
345,99,모창민,2017,NC,0.385,11,39,5,15,2,0,3,26,9,1,1,1,0,4,1,0.667,0.4,1,188cm/89kg,1985년 05월 08일,내야수(우투우타),광주화정초-충장중-광주제일고-성균관대-SK-상무-SK,12000만원,1.0670000000000002,모창민2017
346,99,모창민,2018,NC,0.188,6,16,0,3,2,1,0,7,1,0,0,3,0,7,0,0.438,0.316,0,188cm/89kg,1985년 05월 08일,내야수(우투우타),광주화정초-충장중-광주제일고-성균관대-SK-상무-SK,12000만원,0.754,모창민2018
347,100,문규현,2004,롯데,0.250,8,4,1,1,0,0,1,4,2,0,0,0,0,3,0,1.0,0.25,0,185cm/92kg,1983년 07월 05일,내야수(우투우타),군산초-군산남중-군산상고-롯데-상무,3000만원,1.25,문규현2004
348,100,문규현,2007,롯데,0.143,2,7,0,1,1,0,0,2,1,0,0,0,0,2,0,0.286,0.143,0,185cm/92kg,1983년 07월 05일,내야수(우투우타),군산초-군산남중-군산상고-롯데-상무,3000만원,0.429,문규현2007
349,100,문규현,2009,롯데,0.364,8,11,3,4,1,1,0,7,0,0,0,0,0,2,0,0.636,0.364,0,185cm/92kg,1983년 07월 05일,내야수(우투우타),군산초-군산남중-군산상고-롯데-상무,3000만원,1.0,문규현2009
350,100,문규현,2010,롯데,0.091,8,11,0,1,0,0,0,1,0,0,0,0,0,4,0,0.091,0.091,0,185cm/92kg,1983년 07월 05일,내야수(우투우타),군산초-군산남중-군산상고-롯데-상무,3000만원,0.182,문규현2010
351,100,문규현,2011,롯데,0.231,10,13,3,3,1,0,1,7,3,1,0,3,0,2,2,0.5379999999999999,0.375,0,185cm/92kg,1983년 07월 05일,내야수(우투우타),군산초-군산남중-군산상고-롯데-상무,3000만원,0.913,문규현2011
352,100,문규현,2012,롯데,0.292,12,24,3,7,1,0,1,11,4,0,0,3,0,7,0,0.458,0.37,1,185cm/92kg,1983년 07월 05일,내야수(우투우타),군산초-군산남중-군산상고-롯데-상무,3000만원,0.8280000000000001,문규현2012
353,100,문규현,2013,롯데,0.231,5,13,1,3,0,0,0,3,1,0,0,1,0,2,0,0.231,0.286,2,185cm/92kg,1983년 07월 05일,내야수(우투우타),군산초-군산남중-군산상고-롯데-상무,3000만원,0.517,문규현2013
354,100,문규현,2014,롯데,0.333,11,21,3,7,3,0,0,10,3,0,0,2,0,3,0,0.476,0.391,1,185cm/92kg,1983년 07월 05일,내야수(우투우타),군산초-군산남중-군산상고-롯데-상무,3000만원,0.867,문규현2014
355,100,문규현,2015,롯데,0.235,9,17,3,4,0,0,1,7,1,0,0,5,0,2,0,0.412,0.409,0,185cm/92kg,1983년 07월 05일,내야수(우투우타),군산초-군산남중-군산상고-롯데-상무,3000만원,0.821,문규현2015
356,100,문규현,2016,롯데,0.222,13,27,2,6,1,0,0,7,0,0,0,4,0,4,1,0.259,0.3229999999999999,0,185cm/92kg,1983년 07월 05일,내야수(우투우타),군산초-군산남중-군산상고-롯데-상무,3000만원,0.5820000000000001,문규현2016
357,100,문규현,2017,롯데,0.385,7,13,0,5,0,0,0,5,1,0,1,0,0,3,1,0.385,0.385,0,185cm/92kg,1983년 07월 05일,내야수(우투우타),군산초-군산남중-군산상고-롯데-상무,3000만원,0.77,문규현2017
358,100,문규현,2018,롯데,0.286,5,7,1,2,1,0,0,3,0,0,0,1,0,2,0,0.429,0.375,0,185cm/92kg,1983년 07월 05일,내야수(우투우타),군산초-군산남중-군산상고-롯데-상무,3000만원,0.804,문규현2018
359,101,문선재,2013,LG,0.167,4,12,0,2,1,0,0,3,0,0,0,1,0,6,0,0.25,0.231,1,184cm/80kg,1990년 05월 20일,외야수(우투우타),광주서림초-광주동성중-광주동성고-LG-상무,5000만원,0.481,문선재2013
360,101,문선재,2014,LG,0.290,10,31,4,9,2,1,1,16,7,1,0,0,0,6,0,0.516,0.29,1,184cm/80kg,1990년 05월 20일,외야수(우투우타),광주서림초-광주동성중-광주동성고-LG-상무,5000만원,0.8059999999999999,문선재2014
361,101,문선재,2015,LG,0.273,12,22,7,6,2,0,1,11,5,4,1,6,0,10,1,0.5,0.429,0,184cm/80kg,1990년 05월 20일,외야수(우투우타),광주서림초-광주동성중-광주동성고-LG-상무,5000만원,0.929,문선재2015
362,101,문선재,2016,LG,0.077,8,13,1,1,1,0,0,2,1,1,1,4,0,4,0,0.154,0.278,0,184cm/80kg,1990년 05월 20일,외야수(우투우타),광주서림초-광주동성중-광주동성고-LG-상무,5000만원,0.4320000000000001,문선재2016
363,101,문선재,2017,LG,0.368,11,19,1,7,0,0,0,7,2,0,3,2,0,3,0,0.368,0.429,0,184cm/80kg,1990년 05월 20일,외야수(우투우타),광주서림초-광주동성중-광주동성고-LG-상무,5000만원,0.7969999999999999,문선재2017
364,103,민병헌,2006,두산,0.333,8,6,2,2,0,0,0,2,1,4,1,0,0,1,0,0.333,0.333,0,178cm/87kg,1987년 03월 10일,외야수(우투우타),화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,0.6659999999999999,민병헌2006
365,103,민병헌,2007,두산,0.261,10,23,3,6,4,0,0,10,2,2,0,2,0,3,1,0.435,0.32,0,178cm/87kg,1987년 03월 10일,외야수(우투우타),화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,0.755,민병헌2007
366,103,민병헌,2008,두산,0.214,10,28,2,6,1,0,0,7,3,1,1,0,0,5,0,0.25,0.214,0,178cm/87kg,1987년 03월 10일,외야수(우투우타),화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,0.4639999999999999,민병헌2008
367,103,민병헌,2009,두산,0.269,12,26,5,7,1,0,1,11,3,4,0,1,3,3,1,0.423,0.355,0,178cm/87kg,1987년 03월 10일,외야수(우투우타),화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,0.778,민병헌2009
368,103,민병헌,2010,두산,0.278,11,18,1,5,1,0,0,6,0,0,1,1,1,7,0,0.333,0.35,0,178cm/87kg,1987년 03월 10일,외야수(우투우타),화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,0.6829999999999999,민병헌2010
369,103,민병헌,2013,두산,0.357,10,14,1,5,0,0,0,5,4,1,0,3,1,0,0,0.357,0.5,0,178cm/87kg,1987년 03월 10일,외야수(우투우타),화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,0.857,민병헌2013
370,103,민병헌,2014,두산,0.235,10,34,5,8,1,0,0,9,5,1,3,2,0,1,1,0.265,0.256,0,178cm/87kg,1987년 03월 10일,외야수(우투우타),화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,0.521,민병헌2014
371,103,민병헌,2015,두산,0.293,11,41,8,12,4,1,0,18,5,2,1,4,1,6,0,0.439,0.347,0,178cm/87kg,1987년 03월 10일,외야수(우투우타),화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,0.7859999999999999,민병헌2015
372,103,민병헌,2016,두산,0.444,12,36,8,16,3,0,0,19,3,0,0,4,1,3,0,0.528,0.512,0,178cm/87kg,1987년 03월 10일,외야수(우투우타),화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,1.04,민병헌2016
373,103,민병헌,2017,두산,0.231,10,26,4,6,1,0,0,7,2,0,0,2,1,2,0,0.269,0.31,0,178cm/87kg,1987년 03월 10일,외야수(우투우타),화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,0.579,민병헌2017
374,103,민병헌,2018,롯데,0.182,4,11,1,2,1,0,0,3,3,0,0,1,1,1,1,0.273,0.308,0,178cm/87kg,1987년 03월 10일,외야수(우투우타),화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,0.581,민병헌2018
375,104,박건우,2013,두산,0.211,11,19,4,4,2,0,0,6,5,2,0,2,1,4,1,0.316,0.318,0,184cm/80kg,1990년 09월 08일,외야수(우투우타),역삼초-이수중-서울고-두산-경찰,10000만원,0.634,박건우2013
376,104,박건우,2014,두산,0.000,9,11,1,0,0,0,0,0,1,0,0,1,0,8,0,0.0,0.083,0,184cm/80kg,1990년 09월 08일,외야수(우투우타),역삼초-이수중-서울고-두산-경찰,10000만원,0.083,박건우2014
377,104,박건우,2015,두산,0.222,7,9,1,2,0,0,0,2,0,0,0,0,0,5,1,0.222,0.222,0,184cm/80kg,1990년 09월 08일,외야수(우투우타),역삼초-이수중-서울고-두산-경찰,10000만원,0.444,박건우2015
378,104,박건우,2016,두산,0.282,14,39,6,11,3,1,1,19,7,2,0,3,0,7,2,0.487,0.333,0,184cm/80kg,1990년 09월 08일,외야수(우투우타),역삼초-이수중-서울고-두산-경찰,10000만원,0.8200000000000001,박건우2016
379,104,박건우,2017,두산,0.280,11,25,4,7,1,0,0,8,3,2,0,8,0,7,0,0.32,0.455,0,184cm/80kg,1990년 09월 08일,외야수(우투우타),역삼초-이수중-서울고-두산-경찰,10000만원,0.775,박건우2017
380,104,박건우,2018,두산,0.350,6,20,3,7,1,0,2,14,5,1,1,0,0,4,1,0.7,0.35,1,184cm/80kg,1990년 09월 08일,외야수(우투우타),역삼초-이수중-서울고-두산-경찰,10000만원,1.0499999999999998,박건우2018
381,105,박경수,2003,LG,0.067,12,15,1,1,0,0,0,1,0,0,0,2,1,6,0,0.067,0.222,0,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.289,박경수2003
382,105,박경수,2004,LG,0.256,12,43,6,11,2,0,2,19,5,0,1,6,1,10,1,0.442,0.36,0,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.802,박경수2004
383,105,박경수,2005,LG,0.209,13,43,5,9,3,0,2,18,3,3,0,1,1,10,0,0.419,0.239,1,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.6579999999999999,박경수2005
384,105,박경수,2006,LG,0.316,11,38,10,12,2,0,3,23,9,1,1,4,2,5,0,0.605,0.409,0,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,1.014,박경수2006
385,105,박경수,2007,LG,0.174,8,23,1,4,1,0,0,5,0,0,0,3,1,7,2,0.217,0.296,1,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.513,박경수2007
386,105,박경수,2008,LG,0.304,12,23,6,7,2,0,0,9,6,1,0,3,0,5,0,0.391,0.37,0,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.7609999999999999,박경수2008
387,105,박경수,2009,LG,0.257,12,35,7,9,2,0,1,14,4,0,1,4,0,4,0,0.4,0.333,1,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.7330000000000001,박경수2009
388,105,박경수,2010,LG,0.226,11,31,6,7,2,1,0,11,3,1,0,4,1,6,1,0.355,0.333,0,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.688,박경수2010
389,105,박경수,2011,LG,0.231,13,39,11,9,0,0,1,12,2,4,0,9,0,6,0,0.308,0.3670000000000001,2,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.675,박경수2011
390,105,박경수,2015,KT,0.294,8,17,1,5,3,0,1,11,4,0,0,0,1,4,0,0.647,0.316,0,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.963,박경수2015
391,105,박경수,2016,KT,0.200,11,25,4,5,2,0,1,10,2,1,0,8,0,7,1,0.4,0.394,0,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.794,박경수2016
392,105,박경수,2017,KT,0.167,6,18,2,3,2,0,0,5,3,0,0,1,0,6,0,0.278,0.211,0,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.489,박경수2017
393,105,박경수,2018,KT,0.250,6,12,3,3,0,0,0,3,0,0,0,5,0,4,0,0.25,0.471,1,178cm/80kg,1984년 03월 31일,내야수(우투우타),미성초-성남중-성남고-LG,43000만원,0.721,박경수2018
394,107,박광열,2015,NC,0.200,10,5,1,1,1,0,0,2,0,0,0,0,1,1,0,0.4,0.333,0,182cm/85kg,1995년 08월 28일,포수(우투우타),서울도곡초-이수중-휘문고,10000만원,0.7330000000000001,박광열2015
395,107,박광열,2016,NC,0.000,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.25,0,182cm/85kg,1995년 08월 28일,포수(우투우타),서울도곡초-이수중-휘문고,10000만원,0.25,박광열2016
396,107,박광열,2017,NC,0.200,10,15,1,3,1,0,0,4,2,0,0,1,0,3,1,0.267,0.25,0,182cm/85kg,1995년 08월 28일,포수(우투우타),서울도곡초-이수중-휘문고,10000만원,0.517,박광열2017
397,107,박광열,2018,NC,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,182cm/85kg,1995년 08월 28일,포수(우투우타),서울도곡초-이수중-휘문고,10000만원,,박광열2018
398,109,박기혁,2002,롯데,0.000,8,5,1,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.0,박기혁2002
399,109,박기혁,2003,롯데,0.190,13,42,2,8,1,1,0,11,1,2,1,5,0,9,1,0.262,0.277,1,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.539,박기혁2003
400,109,박기혁,2004,롯데,0.281,13,32,5,9,2,0,1,14,9,0,0,3,1,4,0,0.438,0.342,3,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.78,박기혁2004
401,109,박기혁,2005,롯데,0.143,12,28,0,4,0,0,0,4,2,2,1,1,0,1,1,0.143,0.172,1,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.3149999999999999,박기혁2005
402,109,박기혁,2006,롯데,0.320,10,25,8,8,1,0,2,15,5,2,0,6,0,6,0,0.6,0.452,5,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,1.052,박기혁2006
403,109,박기혁,2007,롯데,0.333,10,18,5,6,1,0,0,7,0,2,0,4,0,5,0,0.389,0.455,0,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.8440000000000001,박기혁2007
404,109,박기혁,2008,롯데,0.353,9,17,3,6,0,0,0,6,2,3,0,2,0,2,1,0.353,0.421,0,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.774,박기혁2008
405,109,박기혁,2009,롯데,0.500,2,6,0,3,0,0,0,3,0,0,0,0,0,1,0,0.5,0.5,0,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,1.0,박기혁2009
406,109,박기혁,2010,롯데,0.520,10,25,5,13,4,1,0,19,2,0,1,1,0,3,1,0.76,0.5379999999999999,0,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,1.298,박기혁2010
407,109,박기혁,2013,롯데,0.391,9,23,2,9,3,0,0,12,1,0,0,1,0,4,0,0.522,0.417,2,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.939,박기혁2013
408,109,박기혁,2015,KT,0.381,10,21,3,8,4,0,0,12,1,0,1,2,0,1,0,0.5710000000000001,0.435,1,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,1.006,박기혁2015
409,109,박기혁,2016,KT,0.381,11,21,2,8,0,0,0,8,3,0,0,0,0,3,1,0.381,0.348,1,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.7290000000000001,박기혁2016
410,109,박기혁,2017,KT,0.231,6,13,5,3,3,0,0,6,3,0,0,4,0,1,1,0.462,0.412,1,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.8740000000000001,박기혁2017
411,109,박기혁,2018,KT,0.429,5,7,3,3,0,0,0,3,0,0,0,0,0,1,0,0.429,0.429,0,179cm/77kg,1981년 06월 04일,내야수(우투우타),대구수창초-성광중-대구상고-롯데,8000만원,0.858,박기혁2018
412,111,박동원,2013,넥센,0.296,9,27,3,8,1,0,1,12,3,0,1,2,0,8,1,0.444,0.345,0,179cm/92kg,1990년 04월 07일,포수(우투우타),양정초-개성중-개성고-히어로즈-넥센-상무,6000만원,0.7889999999999999,박동원2013
413,111,박동원,2014,넥센,0.000,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,179cm/92kg,1990년 04월 07일,포수(우투우타),양정초-개성중-개성고-히어로즈-넥센-상무,6000만원,0.0,박동원2014
414,111,박동원,2015,넥센,0.500,2,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0.5,0.5,0,179cm/92kg,1990년 04월 07일,포수(우투우타),양정초-개성중-개성고-히어로즈-넥센-상무,6000만원,1.0,박동원2015
415,111,박동원,2016,넥센,0.333,12,36,5,12,2,0,3,23,8,0,0,1,0,2,1,0.639,0.351,1,179cm/92kg,1990년 04월 07일,포수(우투우타),양정초-개성중-개성고-히어로즈-넥센-상무,6000만원,0.99,박동원2016
416,111,박동원,2017,넥센,0.273,5,11,1,3,2,0,0,5,2,0,0,0,0,0,1,0.455,0.25,0,179cm/92kg,1990년 04월 07일,포수(우투우타),양정초-개성중-개성고-히어로즈-넥센-상무,6000만원,0.7050000000000001,박동원2017
417,111,박동원,2018,넥센,0.214,7,14,4,3,0,0,2,9,2,0,0,3,0,3,0,0.643,0.353,0,179cm/92kg,1990년 04월 07일,포수(우투우타),양정초-개성중-개성고-히어로즈-넥센-상무,6000만원,0.996,박동원2018
418,112,박민우,2013,NC,0.360,9,25,5,9,1,1,0,12,3,1,0,3,1,3,1,0.48,0.448,2,185cm/80kg,1993년 02월 06일,내야수(우투좌타),마포초(용산리틀)-선린중-휘문고,16000만원,0.928,박민우2013
419,112,박민우,2014,NC,0.292,11,24,8,7,1,1,0,10,2,5,0,2,0,3,0,0.417,0.321,1,185cm/80kg,1993년 02월 06일,내야수(우투좌타),마포초(용산리틀)-선린중-휘문고,16000만원,0.738,박민우2014
420,112,박민우,2015,NC,0.294,12,34,6,10,2,1,0,14,1,3,2,7,1,5,0,0.412,0.429,1,185cm/80kg,1993년 02월 06일,내야수(우투좌타),마포초(용산리틀)-선린중-휘문고,16000만원,0.841,박민우2015
421,112,박민우,2016,NC,0.327,15,49,13,16,2,0,1,21,3,1,2,9,1,3,1,0.429,0.441,2,185cm/80kg,1993년 02월 06일,내야수(우투좌타),마포초(용산리틀)-선린중-휘문고,16000만원,0.87,박민우2016
422,112,박민우,2018,NC,0.333,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0.333,0.333,0,185cm/80kg,1993년 02월 06일,내야수(우투좌타),마포초(용산리틀)-선린중-휘문고,16000만원,0.6659999999999999,박민우2018
423,113,박병호,2005,LG,0.188,9,32,2,6,0,0,1,9,1,0,2,4,0,6,0,0.281,0.278,0,185cm/107kg,1986년 07월 10일,내야수(우투우타),영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센-미네소타,33000만원,0.5589999999999999,박병호2005
424,113,박병호,2006,LG,0.444,9,18,4,8,2,0,2,16,5,0,0,4,0,4,0,0.889,0.545,0,185cm/107kg,1986년 07월 10일,내야수(우투우타),영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센-미네소타,33000만원,1.4340000000000002,박병호2006
425,113,박병호,2009,LG,0.314,12,35,5,11,2,0,1,16,5,1,0,5,0,10,2,0.457,0.39,0,185cm/107kg,1986년 07월 10일,내야수(우투우타),영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센-미네소타,33000만원,0.847,박병호2009
426,113,박병호,2010,LG,0.176,11,34,1,6,1,0,0,7,6,0,1,5,1,9,1,0.206,0.3,0,185cm/107kg,1986년 07월 10일,내야수(우투우타),영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센-미네소타,33000만원,0.506,박병호2010
427,113,박병호,2012,넥센,0.290,10,31,7,9,1,0,2,16,4,0,1,8,1,5,0,0.516,0.439,1,185cm/107kg,1986년 07월 10일,내야수(우투우타),영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센-미네소타,33000만원,0.955,박병호2012
428,113,박병호,2013,넥센,0.174,10,23,4,4,0,0,4,16,7,0,0,7,1,7,0,0.696,0.387,0,185cm/107kg,1986년 07월 10일,내야수(우투우타),영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센-미네소타,33000만원,1.083,박병호2013
429,113,박병호,2014,넥센,0.176,9,17,3,3,2,0,0,5,0,0,1,5,1,7,0,0.294,0.391,1,185cm/107kg,1986년 07월 10일,내야수(우투우타),영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센-미네소타,33000만원,0.685,박병호2014
